GCF_000006645_00001 mioC
GCF_000834475_00511 group_6548
GCF_000834475_00512 group_6549
GCF_000834475_00513 group_6550
GCF_000834475_00514 group_6551
GCF_000834475_00515 group_6552
GCF_000834475_00516 group_6553
GCF_000834475_00517 group_6554
GCF_000834475_00518 group_6555
GCF_000834475_00519 group_6556
GCF_000834475_01182 group_6557
GCF_000834475_01183 group_6558
GCF_000834475_01184 group_6559
GCF_000834475_01197 group_6560
GCF_000834475_01198 group_6561
GCF_000834475_01224 group_6562
GCF_000834475_02003 group_6563
GCF_000834475_02521 group_6564
GCF_000834475_02522 group_6565
GCF_000834475_02523 group_6566
GCF_000834475_02524 group_6567
GCF_000834475_02525 group_6568
GCF_000834475_02526 group_6569
GCF_000834475_02530 group_6570
GCF_000834475_02531 group_6571
GCF_000834475_02532 group_6572
GCF_000834475_02534 group_6573
GCF_000834475_02535 group_6574
GCF_000834475_02771 group_2751
GCF_000834475_03340 group_1968
GCF_000834475_03399 group_4606
GCF_000834475_03400 group_1860
GCF_000834475_03461 group_649
GCF_000834495_00627 group_6575
GCF_000834495_00750 group_81
GCF_000834495_00958 group_8427
GCF_000834495_01806 group_1218
GCF_000834495_01811 group_9446
GCF_000834495_02702 group_50
GCF_000834495_02736 group_51
GCF_000834495_02826 group_3792
GCF_000834495_03139 group_8695
GCF_000834495_04141 group_303
GCF_000834755_00001 group_2495
GCF_000834755_00330 group_3803
GCF_000834755_00332 group_6576
GCF_000834755_00351 group_1699
GCF_000834755_00929 group_215
GCF_000834755_01158 group_2198
GCF_000834755_01162 group_621
GCF_000834755_01344 group_1220
GCF_000834755_01562 group_295
GCF_000834755_01563 group_9123
GCF_000834755_01774 group_572
GCF_000834755_01861 group_8706
GCF_000834755_02400 group_48
GCF_000834755_02617 group_8619
GCF_000834755_04154 group_49
GCF_000834755_04256 group_12
GCF_000834755_04257 group_8599
GCF_000834775_00265 group_232
GCF_000834775_00435 group_298
GCF_000834775_00439 group_297
GCF_000834775_00820 group_2157
GCF_000834775_01037 group_9378
GCF_000834775_01038 group_223
GCF_000834775_01073 group_1230
GCF_000834775_01198 group_8622
GCF_000834775_01340 group_9379
GCF_000834775_01341 group_224
GCF_000834775_01372 fcl_2
GCF_000834775_01480 group_22
GCF_000834775_01482 group_8629
GCF_000834775_01887 group_6578
GCF_000834775_02253 mbtB
GCF_000834775_02571 group_9380
GCF_000834775_02572 group_225
GCF_000834775_03655 group_9381
GCF_000834775_03656 group_226
GCF_000834775_03718 group_8984
GCF_000834775_03739 group_6579
GCF_000834775_04175 group_9382
GCF_000834775_04176 group_227
GCF_000834775_04351 group_177
GCF_000834775_04372 group_6580
GCF_000834825_00109 group_6581
GCF_000834825_00808 nudK_2
GCF_000834825_01585 group_8441
GCF_000834825_01586 group_290
GCF_000834825_01587 group_291
GCF_000834825_01989 group_160
GCF_000834825_02584 group_252
GCF_000834825_02663 group_857
GCF_000834825_02966 group_1173
GCF_000834825_03104 metB_2
GCF_000834825_03297 group_2688
GCF_000834825_03352 group_361
GCF_000834825_03623 group_782
GCF_000834825_04122 group_2505
GCF_000834825_04314 virF_1
GCF_000834825_04329 group_8701
GCF_000834825_04331 group_46
GCF_000834825_04345 group_3053
GCF_000834825_04499 group_4725
GCF_000834845_00362 group_2086
GCF_000834845_00503 group_308
GCF_000834845_00504 group_304
GCF_000834845_01045 group_9456
GCF_000834845_01094 group_118
GCF_000834845_01537 group_917
GCF_000834845_01813 recX_1
GCF_000834845_02491 group_910
GCF_000834845_02628 group_6582
GCF_000834845_02774 group_2211
GCF_000834845_02899 group_1988
GCF_000834845_03044 group_219
GCF_000834845_03189 group_1045
GCF_000834845_03340 group_915
GCF_000834845_03378 group_8496
GCF_000834845_03469 group_119
GCF_000834845_03770 group_916
GCF_000834845_03801 group_276
GCF_000834845_04014 group_712
GCF_000834845_04019 group_8439
GCF_000834845_04020 group_302
GCF_000834845_04116 group_1989
GCF_000834885_00487 group_6583
GCF_000834885_00488 group_6584
GCF_000834885_00858 group_1256
GCF_000834885_01269 group_375
GCF_000834885_01272 group_8549
GCF_000834885_01276 group_607
GCF_000834885_01419 fdhF_1
GCF_000834885_01423 dcuA_1
GCF_000834885_02751 group_1199
GCF_000834885_02960 group_8693
GCF_000834885_03035 group_8624
GCF_000834885_03080 group_1606
GCF_000834885_03211 group_2902
GCF_000834885_03451 group_6586
GCF_000834885_04135 parA_2
GCF_000834885_04136 group_4674
GCF_000834905_00131 stiP_2
GCF_000834905_00445 group_2871
GCF_000834905_00939 group_9394
GCF_000834905_00998 group_16
GCF_000834905_03109 group_8628
GCF_000834905_03207 group_9395
GCF_000834905_03637 group_8488
GCF_000834905_03676 group_784
GCF_000834905_03731 group_355
GCF_000834905_03875 group_524
GCF_000834905_04314 group_6587
GCF_000834905_04315 group_4101
GCF_000834905_04316 arsC_1
GCF_000834905_04317 arsB_2
GCF_000834905_04318 arsR2_1
GCF_000834905_04319 arsH_1
GCF_000834905_04322 virB4_1
GCF_000834905_04323 group_6603
GCF_000834905_04324 group_6604
GCF_000834905_04325 group_6605
GCF_000834905_04326 ptlF
GCF_000834905_04327 group_6607
GCF_000834905_04328 group_6608
GCF_000834905_04329 traG_1
GCF_000834905_04330 group_6610
GCF_000834905_04331 group_6611
GCF_000834905_04332 group_6612
GCF_000834905_04333 group_6613
GCF_000834905_04334 group_6614
GCF_000834905_04335 group_6615
GCF_000834905_04336 group_6616
GCF_000834905_04337 arsH_2
GCF_000834905_04338 arsR2_2
GCF_000834905_04339 arsB_3
GCF_000834905_04340 arsC_2
GCF_000834905_04341 group_4103
GCF_000834905_04342 pinR
GCF_000834905_04343 group_6588
GCF_000834905_04344 group_6618
GCF_000834905_04345 group_6619
GCF_000834905_04346 group_6620
GCF_000834905_04347 group_6621
GCF_000834905_04348 group_6622
GCF_000834905_04349 group_6623
GCF_000834905_04350 group_6624
GCF_000834905_04351 group_6625
GCF_000834905_04352 group_6626
GCF_000834905_04353 group_6627
GCF_000834905_04354 group_6628
GCF_000834905_04355 group_4104
GCF_000834905_04356 group_6629
GCF_000834905_04357 group_6630
GCF_000834905_04358 dnaJ_2
GCF_000834905_04359 group_6632
GCF_000834905_04360 group_6633
GCF_000834905_04361 group_6634
GCF_000834905_04362 group_6635
GCF_000834905_04363 group_6636
GCF_000834905_04364 group_6637
GCF_000834905_04365 group_6638
GCF_000834905_04366 group_6639
GCF_000834905_04367 group_6640
GCF_000834905_04368 group_6641
GCF_000834905_04369 group_6642
GCF_000834905_04370 traG_2
GCF_000834905_04371 group_6644
GCF_000834905_04372 group_6645
GCF_000834905_04373 group_6646
GCF_000834905_04374 arsH_3
GCF_000834905_04375 arsR2_3
GCF_000834905_04376 arsB_4
GCF_000834905_04377 arsC_3
GCF_000834905_04378 group_4102
GCF_000834905_04379 group_6589
GCF_000834905_04380 group_6647
GCF_000834905_04381 topB_3
GCF_000834905_04382 topB_4
GCF_000834905_04383 group_6650
GCF_000834905_04384 group_6651
GCF_000834905_04385 group_6652
GCF_000834905_04386 group_6653
GCF_000834905_04387 group_6654
GCF_000834905_04388 group_6655
GCF_000834905_04389 pir
GCF_000834905_04390 dnaJ_3
GCF_000834905_04391 group_6658
GCF_000834905_04392 group_6659
GCF_000834905_04393 group_4105
GCF_000834905_04394 group_6660
GCF_000834905_04395 group_6661
GCF_000834905_04396 group_6662
GCF_000834905_04397 group_6663
GCF_000834905_04398 group_6664
GCF_000834905_04399 group_6665
GCF_000834905_04400 group_6666
GCF_000834905_04401 group_6667
GCF_000834905_04402 group_6668
GCF_000834905_04403 virB4_2
GCF_000834905_04404 group_6670
GCF_000834905_04405 group_6671
GCF_000834905_04406 group_6672
GCF_000834905_04407 group_6673
GCF_000834905_04408 virB8
GCF_000834905_04409 group_6675
GCF_000834925_00192 group_6676
GCF_000834925_00193 group_798
GCF_000834925_00194 sbp_2
GCF_000834925_00634 group_27
GCF_000834925_01193 nfo_1
GCF_000834925_01575 srmB_1
GCF_000834925_01593 group_6677
GCF_000834925_02069 group_924
GCF_000834925_02074 group_2464
GCF_000834925_02608 ybhK_1
GCF_000834925_02743 group_816
GCF_000834925_02745 group_2544
GCF_000834925_02827 group_389
GCF_000834925_02828 group_390
GCF_000834925_03278 group_425
GCF_000834925_03577 group_2790
GCF_000834925_03712 group_129
GCF_000834925_03990 group_8699
GCF_000834925_04354 group_596
GCF_000834945_00333 group_6678
GCF_000834945_00458 group_6679
GCF_000834945_00459 group_1998
GCF_000834945_00460 group_4106
GCF_000834945_00461 group_6680
GCF_000834945_00462 group_6681
GCF_000834945_00463 group_6682
GCF_000834945_00464 group_6684
GCF_000834945_00465 group_461
GCF_000834945_00471 group_6685
GCF_000834945_00472 group_6686
GCF_000834945_00473 group_4108
GCF_000834945_00474 group_6687
GCF_000834945_00475 group_6688
GCF_000834945_00476 group_6689
GCF_000834945_00477 group_6690
GCF_000834945_00479 group_6691
GCF_000834945_00480 group_4109
GCF_000834945_00481 group_4110
GCF_000834945_00600 group_6692
GCF_000834945_00601 group_6693
GCF_000834945_00602 group_6694
GCF_000834945_00870 group_3084
GCF_000834945_00872 group_4107
GCF_000834945_00873 group_6683
GCF_000834945_00874 group_6695
GCF_000834945_00875 group_6696
GCF_000834945_00876 group_4111
GCF_000834945_00877 group_6697
GCF_000834945_00884 group_1127
GCF_000834945_00885 group_2987
GCF_000834945_00888 group_969
GCF_000834945_00889 group_5096
GCF_000834945_00890 group_3868
GCF_000834945_00895 group_467
GCF_000834945_00929 group_6698
GCF_000834945_00934 group_544
GCF_000834945_01001 group_9004
GCF_000834945_01176 group_6699
GCF_000834945_01225 group_6700
GCF_000834945_01376 group_6701
GCF_000834945_01377 group_6702
GCF_000834945_01881 group_6703
GCF_000834945_01896 group_6704
GCF_000834945_01927 group_6705
GCF_000834945_01999 group_6706
GCF_000834945_02168 group_6707
GCF_000834945_02405 group_6708
GCF_000834945_02727 group_6709
GCF_000834945_02735 group_6710
GCF_000834945_02738 group_6711
GCF_000834945_02739 group_6712
GCF_000834945_02740 group_6713
GCF_000834945_02830 group_6714
GCF_000834945_02839 group_6715
GCF_000834945_02840 group_6716
GCF_000834945_02851 group_6717
GCF_000834945_02853 group_6718
GCF_000834945_02854 group_6719
GCF_000834945_02855 group_6720
GCF_000834945_02856 group_6721
GCF_000834945_02860 group_6722
GCF_000834945_02861 group_6723
GCF_000834945_02864 group_6724
GCF_000834945_02865 group_6725
GCF_000834945_02866 group_6726
GCF_000834945_02867 group_454
GCF_000834945_02898 group_6728
GCF_000834945_03011 group_672
GCF_000834945_03083 group_6730
GCF_000834945_03325 group_6732
GCF_000834945_03659 group_6733
GCF_000834945_03920 mpl_2
GCF_000834945_04002 group_6734
GCF_000834945_04005 group_6735
GCF_000834945_04006 group_6736
GCF_000834945_04007 group_6737
GCF_000834945_04008 group_6738
GCF_000834945_04009 group_6739
GCF_000834945_04010 group_6740
GCF_000834945_04011 group_6741
GCF_000834945_04012 group_6742
GCF_000834945_04013 group_6743
GCF_000834945_04014 group_6744
GCF_000834945_04015 group_6745
GCF_000834945_04016 group_6746
GCF_000834945_04017 group_6747
GCF_000834945_04018 group_6748
GCF_000834945_04019 group_6749
GCF_000834945_04020 group_6750
GCF_000834945_04021 group_6751
GCF_000834945_04022 group_6752
GCF_000834945_04023 group_6753
GCF_000834945_04024 group_6754
GCF_000834945_04025 ykfI_2
GCF_000834945_04026 group_3827
GCF_000834945_04027 group_6756
GCF_000834945_04032 group_6757
GCF_000834945_04205 group_3054
GCF_000834945_04218 group_6758
GCF_000834945_04219 group_3125
GCF_000834945_04220 group_4112
GCF_000834945_04221 group_6760
GCF_000834945_04222 group_6762
GCF_000834945_04223 group_2001
GCF_000834945_04227 group_2004
GCF_000834945_04228 group_6764
GCF_000834945_04229 group_6765
GCF_000834945_04230 group_6766
GCF_000834945_04231 group_6767
GCF_000834945_04232 group_6768
GCF_000834945_04233 group_6769
GCF_000834945_04234 group_6770
GCF_000834945_04235 group_6759
GCF_000834945_04236 group_3127
GCF_000834945_04237 group_3126
GCF_000834945_04238 group_4113
GCF_000834945_04239 group_6761
GCF_000834945_04240 group_6763
GCF_000834945_04241 group_2003
GCF_000834945_04242 group_2002
GCF_000834985_01584 group_566
GCF_000834985_01782 group_243
GCF_000834985_02031 group_401
GCF_000834985_02305 group_29
GCF_000834985_02636 group_9449
GCF_000834985_02637 group_10
GCF_000834985_02841 group_1501
GCF_000834985_04186 group_6771
GCF_000834985_04187 group_3726
GCF_000834985_04290 group_3720
GCF_000834985_04292 group_3722
GCF_000834985_04293 group_114
GCF_000834985_04294 group_113
GCF_000834985_04330 group_659
GCF_000835005_00001 group_1517
GCF_000835005_00002 group_9667
GCF_000835005_00123 group_643
GCF_000835005_00186 group_9120
GCF_000835005_00201 group_6772
GCF_000835005_00371 group_668
GCF_000835005_00404 group_2093
GCF_000835005_00640 group_9439
GCF_000835005_00644 lplT_2
GCF_000835005_00993 group_2460
GCF_000835005_01061 group_217
GCF_000835005_01286 group_6773
GCF_000835005_01317 group_9440
GCF_000835005_01373 menE_3
GCF_000835005_01436 group_634
GCF_000835005_01520 group_331
GCF_000835005_01699 group_1028
GCF_000835005_01942 group_818
GCF_000835005_01987 group_2552
GCF_000835005_02023 group_6774
GCF_000835005_02066 group_294
GCF_000835005_02067 group_9121
GCF_000835005_02097 group_6775
GCF_000835005_02120 group_2634
GCF_000835005_02170 group_8694
GCF_000835005_02283 group_2654
GCF_000835005_02793 group_8616
GCF_000835005_02795 group_9458
GCF_000835005_02822 group_6776
GCF_000835005_02955 group_218
GCF_000835005_03043 group_1156
GCF_000835005_03050 group_6777
GCF_000835005_03079 hpf_2
GCF_000835005_03105 group_856
GCF_000835005_03115 group_567
GCF_000835005_03149 group_2055
GCF_000835005_03152 group_2762
GCF_000835005_03220 group_8591
GCF_000835005_03221 group_8696
GCF_000835005_03365 ada_2
GCF_000835005_03462 group_6778
GCF_000835005_03477 group_1856
GCF_000835005_03597 group_9441
GCF_000835005_03658 group_2946
GCF_000835005_03836 group_15
GCF_000835005_04124 group_9442
GCF_000970105_01663 group_8866
GCF_000970105_03800 group_1666
GCF_000970105_03804 group_1472
GCF_000970105_04138 group_664
GCF_000970105_04215 group_6779
GCF_000970105_04232 yadA_4
GCF_001188675_00064 group_8487
GCF_001188675_01525 group_6781
GCF_001188675_02495 group_6782
GCF_001188675_02525 group_33
GCF_001188675_02944 group_1894
GCF_001188675_02945 group_1114
GCF_001188675_02946 group_4843
GCF_001188675_02947 group_2896
GCF_001188675_03264 group_8491
GCF_001188675_03265 abgT_2
GCF_001188675_03387 group_34
GCF_001188675_03403 group_1833
GCF_001188675_04350 group_474
GCF_001188695_00136 group_2641
GCF_001188695_01859 group_8971
GCF_001188695_03553 group_6783
GCF_001188695_04075 group_9445
GCF_001188695_04161 group_108
GCF_001188695_04162 group_109
GCF_001188695_04187 group_602
GCF_001188695_04188 group_4659
GCF_001188695_04189 group_4663
GCF_001188695_04329 group_502
GCF_001188715_01396 group_8611
GCF_001188715_02608 group_1707
GCF_001188715_02753 group_929
GCF_001188715_03183 group_8968
GCF_001188715_03817 group_565
GCF_001188715_04309 group_656
GCF_001188735_00479 group_6784
GCF_001188735_00481 group_699
GCF_001188735_01708 group_6785
GCF_001188735_01779 group_8867
GCF_001188735_01949 group_8986
GCF_001188735_02210 group_6786
GCF_001188735_02213 group_785
GCF_001188735_02215 group_386
GCF_001188735_02508 group_9384
GCF_001188735_02509 group_234
GCF_001188735_02805 group_6787
GCF_001188735_03018 mntP_2
GCF_001188735_03025 group_584
GCF_001188735_03096 group_2519
GCF_001188735_03234 group_233
GCF_001188735_03235 group_9385
GCF_001188735_03238 group_2000
GCF_001188735_03280 rnd_1
GCF_001188735_03754 group_909
GCF_001188735_03870 gntK_3
GCF_001188735_04187 group_6789
GCF_001188755_00045 group_238
GCF_001188755_00139 group_711
GCF_001188755_01066 group_123
GCF_001188755_01552 group_9444
GCF_001188755_01637 group_30
GCF_001188755_03592 group_709
GCF_001188775_00005 group_2262
GCF_001188775_00370 group_2640
GCF_001188775_01588 group_6790
GCF_001188775_04189 group_231
GCF_001188795_01455 group_1395
GCF_001188815_00262 group_6791
GCF_001188815_00399 group_6792
GCF_001188815_00676 group_6793
GCF_001188815_00853 group_1275
GCF_001188815_01478 group_6794
GCF_001188815_01486 group_6795
GCF_001188815_02080 group_918
GCF_001188815_02101 group_2717
GCF_001188815_02198 group_6796
GCF_001188815_03128 group_296
GCF_001188815_04075 group_1618
GCF_001188815_04122 group_8621
GCF_001188935_02446 group_8625
GCF_001293415_00322 group_6797
GCF_001293415_01814 group_317
GCF_001293415_04099 group_9443
GCF_001293415_04230 group_6798
GCF_001693595_00001 trg_1
GCF_001693595_00002 group_1031
GCF_001693595_00003 group_1032
GCF_001693595_00004 group_1407
GCF_001693595_00006 fdoG_3
GCF_001693595_00007 group_1102
GCF_001693595_00008 group_8117
GCF_001693595_00009 fdoI_1
GCF_001693595_00010 fdhE_1
GCF_001693595_00012 group_9348
GCF_001693595_00013 selB_1
GCF_001693595_00017 group_650
GCF_001693595_00019 mdfA_1
GCF_001693595_00020 mdfA_2
GCF_001693595_00265 yifK_1
GCF_001693595_00512 group_1077
GCF_001693595_00728 group_1366
GCF_001693595_01268 group_1751
GCF_001693595_01286 group_2550
GCF_001693595_01498 group_2534
GCF_001693595_01746 murJ_1
GCF_001693595_01996 group_3800
GCF_001693595_02047 group_1480
GCF_001693595_02211 group_717
GCF_001693595_02807 copA_2
GCF_001693595_02827 group_623
GCF_001693595_03098 group_1588
GCF_001693595_03610 yifK_2
GCF_001693595_04049 fpr_1
GCF_001693595_04188 group_3691
GCF_001693595_04189 ibpA_2
GCF_001693595_04190 ibpB_2
GCF_001693595_04191 aspT_3
GCF_001693595_04192 avtA_2
GCF_001693595_04193 group_1412
GCF_001693595_04194 malS_2
GCF_001693595_04195 group_6804
GCF_001693595_04196 group_148
GCF_001693595_04197 arcB_4
GCF_001693595_04198 group_316
GCF_001693595_04199 group_315
GCF_001693595_04200 yidA_2
GCF_001693595_04201 yidA_3
GCF_001693595_04202 yscN_1
GCF_001693595_04293 group_4707
GCF_003546905_00211 rfbE_1
GCF_003546905_00212 rfbE_2
GCF_003546905_00214 group_6808
GCF_003546905_00215 group_6809
GCF_003546905_00372 group_4115
GCF_003546905_00373 group_6810
GCF_003546905_00374 group_6811
GCF_003546905_00375 group_6812
GCF_003546905_00376 group_6813
GCF_003546905_00377 group_6814
GCF_003546905_00378 group_6815
GCF_003546905_00379 group_6816
GCF_003546905_00380 group_6817
GCF_003546905_00381 group_6818
GCF_003546905_00382 mtnN_2
GCF_003546905_00383 group_6820
GCF_003546905_00384 group_6821
GCF_003546905_00385 intA_8
GCF_003546905_00421 group_6823
GCF_003546905_00422 group_6831
GCF_003546905_00423 group_6841
GCF_003546905_00748 group_3086
GCF_003546905_00749 group_6844
GCF_003546905_00750 group_6845
GCF_003546905_00751 group_6106
GCF_003546905_00753 group_6846
GCF_003546905_00754 group_6847
GCF_003546905_00755 group_6848
GCF_003546905_00756 group_6849
GCF_003546905_00757 group_6850
GCF_003546905_00760 group_1986
GCF_003546905_00761 group_6851
GCF_003546905_00773 group_788
GCF_003546905_00780 exuR_2
GCF_003546905_00825 group_1271
GCF_003546905_01043 group_6852
GCF_003546905_01143 group_6853
GCF_003546905_01160 group_4116
GCF_003546905_01161 group_3104
GCF_003546905_01190 cutC_2
GCF_003546905_01195 group_6854
GCF_003546905_01228 group_6855
GCF_003546905_01229 group_6833
GCF_003546905_01230 group_6843
GCF_003546905_01231 group_6856
GCF_003546905_01232 group_6857
GCF_003546905_01242 group_6858
GCF_003546905_01243 group_6859
GCF_003546905_01259 group_925
GCF_003546905_01264 group_6832
GCF_003546905_01265 group_6842
GCF_003546905_01350 group_6860
GCF_003546905_01478 group_4121
GCF_003546905_01479 group_3105
GCF_003546905_01491 group_6861
GCF_003546905_01630 group_791
GCF_003546905_01632 group_1130
GCF_003546905_01633 group_1129
GCF_003546905_01634 group_2991
GCF_003546905_01635 group_1507
GCF_003546905_01636 group_6113
GCF_003546905_01637 group_458
GCF_003546905_01639 group_6862
GCF_003546905_01641 group_4044
GCF_003546905_01642 group_6863
GCF_003546905_01644 group_6864
GCF_003546905_01645 group_6865
GCF_003546905_01646 group_6866
GCF_003546905_01647 group_6867
GCF_003546905_01648 group_6868
GCF_003546905_01649 prtR
GCF_003546905_01650 group_6870
GCF_003546905_01651 group_6871
GCF_003546905_01652 group_6872
GCF_003546905_01653 group_6873
GCF_003546905_01654 group_6874
GCF_003546905_01655 group_6875
GCF_003546905_01656 group_6876
GCF_003546905_01657 group_6877
GCF_003546905_01658 group_6878
GCF_003546905_01659 group_6879
GCF_003546905_01660 group_6880
GCF_003546905_01663 group_6881
GCF_003546905_01747 group_4129
GCF_003546905_01748 group_3118
GCF_003546905_01763 group_6882
GCF_003546905_01766 group_9011
GCF_003546905_01983 group_9007
GCF_003546905_02011 group_3108
GCF_003546905_02012 group_4122
GCF_003546905_02043 group_714
GCF_003546905_02071 group_6883
GCF_003546905_02072 group_6884
GCF_003546905_02073 group_4133
GCF_003546905_02074 group_6885
GCF_003546905_02075 group_6825
GCF_003546905_02076 group_6835
GCF_003546905_02077 group_6886
GCF_003546905_02078 group_6887
GCF_003546905_02079 group_6888
GCF_003546905_02081 group_6889
GCF_003546905_02082 group_6890
GCF_003546905_02083 group_6891
GCF_003546905_02084 group_6892
GCF_003546905_02085 group_6893
GCF_003546905_02086 group_6894
GCF_003546905_02087 group_4134
GCF_003546905_02088 group_4135
GCF_003546905_02089 group_4136
GCF_003546905_02090 group_6895
GCF_003546905_02091 group_4137
GCF_003546905_02092 group_6896
GCF_003546905_02094 group_6897
GCF_003546905_02095 group_6898
GCF_003546905_02096 group_6899
GCF_003546905_02097 group_6900
GCF_003546905_02166 group_6901
GCF_003546905_02171 group_6902
GCF_003546905_02172 group_6903
GCF_003546905_02173 group_6904
GCF_003546905_02175 group_6905
GCF_003546905_02176 group_6906
GCF_003546905_02177 group_6907
GCF_003546905_02182 group_6908
GCF_003546905_02183 group_6909
GCF_003546905_02184 group_6910
GCF_003546905_02185 group_6911
GCF_003546905_02186 group_6912
GCF_003546905_02281 group_3113
GCF_003546905_02282 group_4131
GCF_003546905_02450 group_6913
GCF_003546905_02468 group_1809
GCF_003546905_02472 group_6914
GCF_003546905_02526 group_6915
GCF_003546905_02527 group_6916
GCF_003546905_02528 group_6917
GCF_003546905_02529 group_6918
GCF_003546905_02530 group_6919
GCF_003546905_02531 group_3130
GCF_003546905_02532 group_3106
GCF_003546905_02533 group_4123
GCF_003546905_02534 group_3131
GCF_003546905_02536 group_6920
GCF_003546905_02537 group_6921
GCF_003546905_02538 group_6922
GCF_003546905_02539 group_6923
GCF_003546905_02540 group_328
GCF_003546905_02541 group_6924
GCF_003546905_02542 group_6925
GCF_003546905_02543 group_6926
GCF_003546905_02544 group_6927
GCF_003546905_02545 group_2958
GCF_003546905_02546 group_539
GCF_003546905_02548 group_979
GCF_003546905_02549 group_6928
GCF_003546905_02550 group_6929
GCF_003546905_02551 group_6930
GCF_003546905_02552 group_547
GCF_003546905_02553 group_3114
GCF_003546905_02554 group_4124
GCF_003546905_02555 group_980
GCF_003546905_02556 group_6931
GCF_003546905_02557 group_6932
GCF_003546905_02558 group_548
GCF_003546905_02560 group_6933
GCF_003546905_02561 group_6934
GCF_003546905_02562 group_6935
GCF_003546905_02564 group_6936
GCF_003546905_02567 group_6937
GCF_003546905_02570 group_394
GCF_003546905_02625 group_6938
GCF_003546905_02626 group_6939
GCF_003546905_02627 group_6940
GCF_003546905_02628 group_6838
GCF_003546905_02629 group_6828
GCF_003546905_02630 group_6941
GCF_003546905_02631 group_4138
GCF_003546905_02695 group_6839
GCF_003546905_02696 group_6829
GCF_003546905_02700 group_6942
GCF_003546905_02710 group_6943
GCF_003546905_02753 group_6944
GCF_003546905_02754 group_6945
GCF_003546905_02777 group_207
GCF_003546905_02779 group_6946
GCF_003546905_02780 group_6947
GCF_003546905_02781 group_6948
GCF_003546905_02782 group_3132
GCF_003546905_02783 group_3133
GCF_003546905_02784 group_6949
GCF_003546905_02872 group_6950
GCF_003546905_02896 group_1978
GCF_003546905_02897 group_1981
GCF_003546905_02899 group_6951
GCF_003546905_02900 group_4139
GCF_003546905_02905 group_6952
GCF_003546905_02906 group_6953
GCF_003546905_02997 group_1136
GCF_003546905_02998 group_6954
GCF_003546905_02999 group_1137
GCF_003546905_03000 group_4140
GCF_003546905_03001 group_6955
GCF_003546905_03003 group_3115
GCF_003546905_03004 group_4126
GCF_003546905_03010 group_6956
GCF_003546905_03011 group_6957
GCF_003546905_03012 group_6958
GCF_003546905_03013 group_6959
GCF_003546905_03014 group_6960
GCF_003546905_03015 group_6961
GCF_003546905_03016 group_4141
GCF_003546905_03017 group_6962
GCF_003546905_03018 group_6963
GCF_003546905_03019 dbpA_2
GCF_003546905_03020 group_6965
GCF_003546905_03021 group_6966
GCF_003546905_03023 group_6967
GCF_003546905_03027 group_6968
GCF_003546905_03031 group_6969
GCF_003546905_03032 group_3003
GCF_003546905_03037 group_1488
GCF_003546905_03054 group_1955
GCF_003546905_03068 group_5952
GCF_003546905_03080 group_540
GCF_003546905_03084 group_6970
GCF_003546905_03085 group_6971
GCF_003546905_03086 group_6972
GCF_003546905_03087 group_6973
GCF_003546905_03088 group_6974
GCF_003546905_03089 group_6975
GCF_003546905_03090 group_4142
GCF_003546905_03105 group_6976
GCF_003546905_03124 group_4143
GCF_003546905_03127 group_6977
GCF_003546905_03134 group_6978
GCF_003546905_03135 group_6979
GCF_003546905_03161 group_9111
GCF_003546905_03222 group_6980
GCF_003546905_03321 group_6981
GCF_003546905_03346 group_3107
GCF_003546905_03347 group_4125
GCF_003546905_03472 group_6983
GCF_003546905_03473 group_6984
GCF_003546905_03474 group_6985
GCF_003546905_03475 group_6986
GCF_003546905_03476 group_6987
GCF_003546905_03477 group_6988
GCF_003546905_03478 group_6989
GCF_003546905_03479 group_6990
GCF_003546905_03480 group_6991
GCF_003546905_03481 group_6992
GCF_003546905_03482 group_6993
GCF_003546905_03483 group_6994
GCF_003546905_03554 group_6995
GCF_003546905_03567 group_6996
GCF_003546905_03568 group_6997
GCF_003546905_03569 group_6998
GCF_003546905_03583 group_6999
GCF_003546905_03584 group_7002
GCF_003546905_03585 group_4144
GCF_003546905_03586 group_4147
GCF_003546905_03587 group_4150
GCF_003546905_03588 group_4153
GCF_003546905_03589 group_4154
GCF_003546905_03590 group_7003
GCF_003546905_03591 group_7004
GCF_003546905_03592 group_7005
GCF_003546905_03593 group_7006
GCF_003546905_03594 group_7007
GCF_003546905_03595 group_7008
GCF_003546905_03619 group_654
GCF_003546905_03642 group_1966
GCF_003546905_03643 group_3116
GCF_003546905_03644 group_4127
GCF_003546905_03950 group_7009
GCF_003546905_03951 rhsB_1
GCF_003546905_03952 group_7011
GCF_003546905_03975 group_6830
GCF_003546905_03976 group_6840
GCF_003546905_03980 group_7012
GCF_003546905_04006 group_7013
GCF_003546905_04008 group_3062
GCF_003546905_04011 group_7014
GCF_003546905_04013 group_5870
GCF_003546905_04068 group_2006
GCF_003546905_04090 group_7015
GCF_003546905_04091 group_7016
GCF_003546905_04092 group_7017
GCF_003546905_04093 rapA_1
GCF_003546905_04094 mrr_2
GCF_003546905_04095 group_7019
GCF_003546905_04098 group_7020
GCF_003546905_04099 group_7021
GCF_003546905_04100 der_2
GCF_003546905_04101 group_7023
GCF_003546905_04102 group_7024
GCF_003546905_04103 group_7025
GCF_003546905_04104 group_7026
GCF_003546905_04105 group_7027
GCF_003546905_04106 group_1994
GCF_003546905_04107 klcA_2
GCF_003546905_04108 group_7029
GCF_003546905_04109 group_4155
